GCFID	SpeciesStrain	SpeciesID	SpeciesTaxnonmy	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
GCF_009650825.1	Eikenella corrodens	Eikenella-corrodens	Eikenella corrodens	PRJNA224116	SAMN12777672	VYYO00000000.1	na	539	539	Eikenella corrodens	strain=EI_05		latest	Contig	Major	Full	2019/11/12	ASM965082v1	Haukeland University Hospital	GCA_009650825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/825/GCF_009650825.1_ASM965082v1	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens
GCF_009650925.1	Eikenella corrodens	Eikenella-corrodens	Eikenella corrodens	PRJNA224116	SAMN12777671	VYYP00000000.1	na	539	539	Eikenella corrodens	strain=EI_04		latest	Contig	Major	Full	2019/11/12	ASM965092v1	Haukeland University Hospital	GCA_009650925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/925/GCF_009650925.1_ASM965092v1	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens
GCF_009650945.1	Eikenella corrodens	Eikenella-corrodens	Eikenella corrodens	PRJNA224116	SAMN12777668	VYYS00000000.1	na	539	539	Eikenella corrodens	strain=EI_01		latest	Contig	Major	Full	2019/11/12	ASM965094v1	Haukeland University Hospital	GCA_009650945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/945/GCF_009650945.1_ASM965094v1	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens
GCF_000429225.1	Actinomyces dentalis DSM 19115	Actinomyces-dentalis	Actinomyces dentalis	PRJNA224116	SAMN02440612	AUBL00000000.1	representative genome	1120941	272548	Actinomyces dentalis DSM 19115	strain=DSM 19115		latest	Scaffold	Major	Full	2013/7/15	ASM42922v1	DOE Joint Genome Institute	GCA_000429225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/225/GCF_000429225.1_ASM42922v1	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces dentalis
GCF_001937665.1	Actinomyces oris	Actinomyces-oris	Actinomyces oris	PRJNA224116	SAMN05898729	MSKL00000000.1	na	544580	544580	Actinomyces oris	strain=P6N		latest	Scaffold	Major	Full	2017/1/5	ASM193766v1	King's College London	GCA_001937665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/937/665/GCF_001937665.1_ASM193766v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris
GCF_001956485.1	Actinomyces naeslundii	Actinomyces-naeslundii	Actinomyces naeslundii	PRJNA224116	SAMN05898704	MSRO00000000.1	na	1655	1655	Actinomyces naeslundii	strain=S44D		latest	Scaffold	Major	Full	2017/1/18	ASM195648v1	King's College London	GCA_001956485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/956/485/GCF_001956485.1_ASM195648v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii
GCF_900637295.1	Actinomyces slackii	Actinomyces-slackii	Actinomyces slackii	PRJNA224116	SAMEA4412657		representative genome	52774	52774	Actinomyces slackii	strain=NCTC11923		latest	Complete Genome	Major	Full	2018/12/20	50477_G01	SC	GCA_900637295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/295/GCF_900637295.1_50477_G01	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces slackii
GCF_000160095.1	Hungatella hathewayi DSM 13479	Hungatella-hathewayi	Hungatella hathewayi	PRJNA224116	SAMN00008805	ACIO00000000.1	na	566550	154046	Hungatella hathewayi DSM 13479	strain=DSM 13479		latest	Scaffold	Major	Full	2009/5/8	ASM16009v1	Washington University Genome Sequencing Center	GCA_000160095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/095/GCF_000160095.1_ASM16009v1	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	Hungatella hathewayi
GCF_001405675.1	Hungatella hathewayi	Hungatella-hathewayi	Hungatella hathewayi	PRJNA224116	SAMEA3545258	CYZE00000000.1	na	154046	154046	Hungatella hathewayi	strain=2789STDY5608850		latest	Scaffold	Major	Full	2015/10/2	13414_6#34	SC	GCA_001405675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/405/675/GCF_001405675.1_13414_6_34	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	Hungatella hathewayi
GCF_003435045.1	Hungatella hathewayi	Hungatella-hathewayi	Hungatella hathewayi	PRJNA224116	SAMN09734378	QTJW00000000.1	na	154046	154046	Hungatella hathewayi	strain=AF19-13AC		latest	Scaffold	Major	Full	2018/8/31	ASM343504v1	BGI	GCA_003435045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/435/045/GCF_003435045.1_ASM343504v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	Hungatella hathewayi
GCF_003468235.1	Hungatella hathewayi	Hungatella-hathewayi	Hungatella hathewayi	PRJNA224116	SAMN09736510	QSGX00000000.1	na	154046	154046	Hungatella hathewayi	strain=AM39-16AC		latest	Scaffold	Major	Full	2018/9/6	ASM346823v1	BGI	GCA_003468235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/235/GCF_003468235.1_ASM346823v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	Hungatella hathewayi
GCF_000878205.1	Weissella cibaria	Weissella-cibaria	Weissella cibaria	PRJNA224116	SAMN03223844	JWHU00000000.1	na	137591	137591	Weissella cibaria	strain=MG1		latest	Scaffold	Major	Full	2015/2/19	ASM87820v1	CIT / UCC	GCA_000878205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/878/205/GCF_000878205.1_ASM87820v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria
GCF_004766225.1	Weissella confusa	Weissella-confusa	Weissella confusa	PRJNA224116	SAMN08627296	PVSI00000000.1	na	1583	1583	Weissella confusa	strain=VTT E-163496		latest	Contig	Major	Full	2019/4/9	ASM476622v1	University of Saskatchewan	GCA_004766225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/766/225/GCF_004766225.1_ASM476622v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa
GCF_012396435.1	Weissella hellenica	Weissella-hellenica	Weissella hellenica	PRJNA224116	SAMN14517848	JAAXPM000000000.1	representative genome	46256	46256	Weissella hellenica	strain=CCUG 33494		latest	Contig	Major	Full	2020/4/15	ASM1239643v1	Bacterial Special Pathogens Branch (CDC)	GCA_012396435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/396/435/GCF_012396435.1_ASM1239643v1	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella hellenica
GCF_016466615.1	Weissella confusa	Weissella-confusa	Weissella confusa	PRJNA224116	SAMN14219504	JAAODX000000000.1	na	1583	1583	Weissella confusa	strain=LMG 17705		latest	Contig	Major	Full	2021/1/4	ASM1646661v1	Universita' Cattolica del Sacro Cuore	GCA_016466615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/466/615/GCF_016466615.1_ASM1646661v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa
GCF_000270085.1	Erysipelothrix rhusiopathiae str. Fujisawa	Erysipelothrix-rhusiopathiae	Erysipelothrix rhusiopathiae	PRJNA224116	SAMD00060966		na	650150	1648	Erysipelothrix rhusiopathiae str. Fujisawa	strain=Fujisawa		latest	Complete Genome	Major	Full	2011/5/30	ASM27008v1	National Institute of Animal Health (Japan)	GCA_000270085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/085/GCF_000270085.1_ASM27008v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae
GCF_001602155.1	Erysipelothrix rhusiopathiae	Erysipelothrix-rhusiopathiae	Erysipelothrix rhusiopathiae	PRJNA224116	SAMN04566196		na	1648	1648	Erysipelothrix rhusiopathiae	strain=GXBY-1		latest	Complete Genome	Major	Full	2016/3/30	ASM160215v1	Guangxi Veterinary Research Institute	GCA_001602155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/602/155/GCF_001602155.1_ASM160215v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae
GCF_003725505.1	Erysipelothrix rhusiopathiae	Erysipelothrix-rhusiopathiae	Erysipelothrix rhusiopathiae	PRJNA224116	SAMN10395786	RJTK00000000.1	na	1648	1648	Erysipelothrix rhusiopathiae	strain=VR-2		latest	Contig	Major	Full	2018/11/13	ASM372550v1	FSBSI Centre of Experimental Embryology and Reproductive Biotechnologies	GCA_003725505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/725/505/GCF_003725505.1_ASM372550v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae
GCF_900637845.1	Erysipelothrix rhusiopathiae	Erysipelothrix-rhusiopathiae	Erysipelothrix rhusiopathiae	PRJNA224116	SAMEA48399418		representative genome	1648	1648	Erysipelothrix rhusiopathiae	strain=NCTC8163		latest	Complete Genome	Major	Full	2018/12/20	52683_D03	SC	GCA_900637845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/845/GCF_900637845.1_52683_D03	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae
GCF_000342205.1	Serratia marcescens VGH107	Serratia-marcescens	Serratia marcescens	PRJNA224116	SAMN02470620	AORJ00000000.1	na	1263833	615	Serratia marcescens VGH107	strain=VGH107		latest	Contig	Major	Full	2013/2/27	SerMar 1.0	Department of Computer Science and Information Engineering, National Chung Cheng University	GCA_000342205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/342/205/GCF_000342205.1_SerMar_1.0	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens
GCF_001538665.1	Serratia marcescens	Serratia-marcescens	Serratia marcescens	PRJNA224116	SAMEA2274047	FCMQ00000000.1	na	615	615	Serratia marcescens	strain=2880STDY5682975		latest	Scaffold	Major	Full	2016/1/22	12082_5#47	SC	GCA_001538665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/538/665/GCF_001538665.1_12082_5_47	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens
GCF_001539965.1	Serratia marcescens	Serratia-marcescens	Serratia marcescens	PRJNA224116	SAMEA2273902	FCGL00000000.1	na	615	615	Serratia marcescens	strain=2880STDY5682829		latest	Scaffold	Major	Full	2016/1/22	12082_2#38	SC	GCA_001539965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/539/965/GCF_001539965.1_12082_2_38	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens
GCF_900518945.1	Serratia marcescens	Serratia-marcescens	Serratia marcescens	PRJNA224116	SAMEA4823336	ULGK00000000.1	na	615	615	Serratia marcescens		NIG-Sm-3-18	latest	Contig	Major	Full	2018/10/12	NIG-Sm-3-18	Universita' degli Studi di Milano	GCA_900518945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/518/945/GCF_900518945.1_NIG-Sm-3-18	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens
GCF_001299175.1	Achromobacter xylosoxidans	Achromobacter-xylosoxidans	Achromobacter xylosoxidans	PRJNA224116	SAMEA2247584	CYTS00000000.1	na	85698	85698	Achromobacter xylosoxidans	strain=2789STDY5608619		latest	Scaffold	Major	Full	2015/9/19	11861_6#13	SC	GCA_001299175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/299/175/GCF_001299175.1_11861_6_13	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans
GCF_001299335.1	Achromobacter xylosoxidans	Achromobacter-xylosoxidans	Achromobacter xylosoxidans	PRJNA224116	SAMEA2258937	CYTX00000000.1	na	85698	85698	Achromobacter xylosoxidans	strain=2789STDY5663443		latest	Scaffold	Major	Full	2015/9/19	11861_6#71	SC	GCA_001299335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/299/335/GCF_001299335.1_11861_6_71	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans
GCF_001707485.1	Achromobacter xylosoxidans	Achromobacter-xylosoxidans	Achromobacter xylosoxidans	PRJNA224116	SAMN04961122	LYQK00000000.1	na	85698	85698	Achromobacter xylosoxidans	strain=KCJK1726		latest	Contig	Major	Full	2016/8/18	ASM170748v1	University of Florida	GCA_001707485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/707/485/GCF_001707485.1_ASM170748v1	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans
GCF_900009125.1	Achromobacter xylosoxidans	Achromobacter-xylosoxidans	Achromobacter xylosoxidans	PRJNA224116	SAMEA3614068		na	85698	85698	Achromobacter xylosoxidans		R4	latest	Complete Genome	Major	Full	2019/11/14	BN2905	UNIVERSITY OF LIVERPOOL	GCA_900009125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/009/125/GCF_900009125.1_BN2905	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans
GCF_000760755.1	Rhodococcus fascians A73a	Rhodococcus-fascians	Rhodococcus fascians	PRJNA224116	SAMN02569994	JMEW00000000.1	na	1443896	1828	Rhodococcus fascians A73a	strain=A73a		latest	Scaffold	Major	Full	2014/9/30	R_fas_A73a	Oregon State University	GCA_000760755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/755/GCF_000760755.1_R_fas_A73a	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus fascians
GCF_000760895.1	Rhodococcus fascians 05-339-1	Rhodococcus-fascians	Rhodococcus fascians	PRJNA224116	SAMN02569988	JMFC00000000.1	na	1443891	1828	Rhodococcus fascians 05-339-1	strain=05-339-1		latest	Scaffold	Major	Full	2014/9/30	R_fas_05-339-1	Oregon State University	GCA_000760895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/895/GCF_000760895.1_R_fas_05-339-1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus fascians
GCF_002094305.1	Rhodococcus hoagii	Rhodococcus-hoagii	Rhodococcus hoagii	PRJNA224116	SAMN04880536	LWTX00000000.1	na	43767	43767	Rhodococcus hoagii	strain=DSM 20307		latest	Contig	Major	Full	2017/4/17	ASM209430v1	The University of Edinburgh	GCA_002094305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/094/305/GCF_002094305.1_ASM209430v1	NA	assembly from synonym type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus hoagii
GCF_019834565.1	Rhodococcus corynebacterioides	Rhodococcus-corynebacterioides	Rhodococcus corynebacterioides	PRJNA224116	SAMN15016114	JABUBS000000000.1	na	53972	53972	Rhodococcus corynebacterioides	strain=BP-287		latest	Contig	Major	Full	2021/8/31	ASM1983456v1	UNIVERSITY OF CALIFORNIA DAVIS	GCA_019834565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/834/565/GCF_019834565.1_ASM1983456v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus corynebacterioides
GCF_000166415.1	Halanaerobium hydrogeniformans	Halanaerobium-hydrogeniformans	Halanaerobium hydrogeniformans	PRJNA224116	SAMN02232026		representative genome	656519	656519	Halanaerobium hydrogeniformans	strain=sapolanicus		latest	Complete Genome	Major	Full	2010/11/12	ASM16641v1	US DOE Joint Genome Institute	GCA_000166415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/415/GCF_000166415.1_ASM16641v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium hydrogeniformans
GCF_003201135.1	Halanaerobium congolense	Halanaerobium-congolense	Halanaerobium congolense	PRJNA224116	SAMN08777878	QICM00000000.1	na	54121	54121	Halanaerobium congolense	strain=MSL28		latest	Scaffold	Major	Full	2018/6/7	ASM320113v1	DOE Joint Genome Institute	GCA_003201135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/135/GCF_003201135.1_ASM320113v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium congolense
GCF_004365235.1	Halanaerobium saccharolyticum	Halanaerobium-saccharolyticum	Halanaerobium saccharolyticum	PRJNA224116	SAMN08776974	SODA00000000.1	na	43595	43595	Halanaerobium saccharolyticum	strain=MSL9.2		latest	Scaffold	Major	Full	2019/3/22	ASM436523v1	DOE Joint Genome Institute	GCA_004365235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/365/235/GCF_004365235.1_ASM436523v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium saccharolyticum
GCF_900156285.1	Halanaerobium kushneri	Halanaerobium-kushneri	Halanaerobium kushneri	PRJNA224116	SAMN05421834	FTNC00000000.1	representative genome	56779	56779	Halanaerobium kushneri	strain=ATCC 700103		latest	Scaffold	Major	Full	2017/1/14	IMG-taxon 2681812893 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900156285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/285/GCF_900156285.1_IMG-taxon_2681812893_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium kushneri
GCF_000283495.2	Megasphaera elsdenii DSM 20460	Megasphaera-elsdenii	Megasphaera elsdenii	PRJNA224116	SAMEA2272734		na	1064535	907	Megasphaera elsdenii DSM 20460	strain=DSM 20460		latest	Chromosome	Major	Full	2011/7/26	ASM28349v2	University of Natural Resources and Life Sciences	GCA_000283495.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/495/GCF_000283495.2_ASM28349v2	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
GCF_003006415.1	Megasphaera elsdenii	Megasphaera-elsdenii	Megasphaera elsdenii	PRJNA224116	SAMN08639722		na	907	907	Megasphaera elsdenii	strain=NCIMB702410		latest	Complete Genome	Major	Full	2018/3/17	ASM300641v1	Oak Ridge National Laboratory	GCA_003006415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/415/GCF_003006415.1_ASM300641v1	NA		na	Bacteria	norank	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
GCF_020561705.1	Megasphaera massiliensis	Megasphaera-massiliensis	Megasphaera massiliensis	PRJNA224116	SAMN22167396	JAJCOC000000000.1	na	1232428	1232428	Megasphaera massiliensis	strain=DFI.1.8		latest	Contig	Major	Full	2021/10/25	ASM2056170v1	University of Chicago	GCA_020561705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/561/705/GCF_020561705.1_ASM2056170v1	NA		na	Bacteria	norank	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera massiliensis
GCF_902388255.1	Megasphaera elsdenii	Megasphaera-elsdenii	Megasphaera elsdenii	PRJNA224116	SAMEA5852052	CABMON000000000.1	na	907	907	Megasphaera elsdenii		MGYG-HGUT-02547	latest	Contig	Major	Full	2019/8/15	UHGG_MGYG-HGUT-02547	EMG	GCA_902388255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/388/255/GCF_902388255.1_UHGG_MGYG-HGUT-02547	NA		na	Bacteria	norank	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
GCF_000166195.2	Mucilaginibacter paludis DSM 18603	Mucilaginibacter-paludis	Mucilaginibacter paludis	PRJNA224116	SAMN02256535	AEIH00000000.2	representative genome	714943	423351	Mucilaginibacter paludis DSM 18603	strain=DSM 18603		latest	Chromosome	Major	Full	2012/1/24	ASM16619v3	US DOE Joint Genome Institute (JGI-PGF)	GCA_000166195.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/195/GCF_000166195.2_ASM16619v3	NA	assembly from type material	na	Bacteria	norank	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter paludis
GCF_014200515.1	Mucilaginibacter lappiensis	Mucilaginibacter-lappiensis	Mucilaginibacter lappiensis	PRJNA224116	SAMN14505995	JACHCA000000000.1	na	354630	354630	Mucilaginibacter lappiensis	strain=MP601		latest	Scaffold	Major	Full	2020/8/14	ASM1420051v1	DOE Joint Genome Institute	GCA_014200515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/200/515/GCF_014200515.1_ASM1420051v1	NA		na	Bacteria	norank	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter lappiensis
GCF_017569325.1	Mucilaginibacter gossypii	Mucilaginibacter-gossypii	Mucilaginibacter gossypii	PRJNA224116	SAMN18237936		representative genome	551996	551996	Mucilaginibacter gossypii	strain=P3		latest	Complete Genome	Major	Full	2021/3/23	ASM1756932v1	Institute of Environmental Microbiology	GCA_017569325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/569/325/GCF_017569325.1_ASM1756932v1	NA		na	Bacteria	norank	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter gossypii
GCF_900105165.1	Mucilaginibacter mallensis	Mucilaginibacter-mallensis	Mucilaginibacter mallensis	PRJNA224116	SAMN05216490		representative genome	652787	652787	Mucilaginibacter mallensis	strain=MP1X4		latest	Chromosome	Major	Full	2016/10/20	IMG-taxon 2667528181 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900105165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/165/GCF_900105165.1_IMG-taxon_2667528181_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter mallensis
